date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2024-11-22,2026,"Relief response in Southern Africa (Democratic Republic of Congo (DRC), Madagascar, Malawi, Mozambique, Zambia, and Zimbabwe).",742312,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,ZMB,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-23,2024-11-22,Multiyear,700000,EUR,0.943,329004,F-PF-2-321.50/AFR/MIT/WFP/2023,2024-11-24,2024-11-24
2024-11-22,2026,"Relief response in Southern Africa (Democratic Republic of Congo (DRC), Madagascar, Malawi, Mozambique, Zambia, and Zimbabwe).",3393425,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,ZWE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-23,2024-11-22,Multiyear,3200000,EUR,0.943,329005,F-PF-2-321.50/AFR/MIT/WFP/2023,2024-11-24,2024-11-24
2024-11-22,2026,"Relief response in Southern Africa (Democratic Republic of Congo (DRC), Madagascar, Malawi, Mozambique, Zambia, and Zimbabwe).",954401,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-23,2024-11-22,Multiyear,900000,EUR,0.943,329006,F-PF-2-321.50/AFR/MIT/WFP/2023,2024-11-24,2024-11-24
2024-11-21,2024,Duration From 010724 to 311226 (29 months),0,"Germany, Government of",Governments,DEU,2024,2026,,,,,,,,,,,2024,2026,in kind,Parked,Traditional aid,outgoing,shared,commitment,2024-11-22,2024-11-21,Multiyear,0,EUR,0.9274,328840,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-02-18
2024-11-21,2026,Duration From 011024 to 311226 (26 months),-1232542,"Germany, Government of",Governments,DEU,2024,2026,,,,,,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-22,2024-11-21,Multiyear,-1135000,EUR,1,328855,BF-F-PF-2-321.50/COD/COD/CBM/2,2024-11-23,2026-02-09
2024-11-21,2026,Duration From 011024 to 311226 (26 months),1003236,"Germany, Government of",Governments,DEU,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Christian Blind Mission,NGOs,"Food Security,Health,Nutrition",COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,930000,EUR,0.927,328856,BF-F-PF-2-321.50/COD/COD/CBM/2,2024-11-23,2026-01-29
2024-11-21,2026,Duration From 010523 to 300426 (35 months),-11413161,"Germany, Government of",Governments,DEU,2023,2026,,,,,,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-22,2024-11-21,Multiyear,-10580000,EUR,1,328864,BF-F-PF-2-321.50/AFR/SDN/DWHH/,2024-11-23,2026-01-14
2024-11-21,2026,Duration From 010523 to 300426 (35 months),1078749,"Germany, Government of",Governments,DEU,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,1000000,EUR,0.927,328865,BF-F-PF-2-321.50/AFR/SDN/DWHH/,2024-11-23,2026-01-14
2024-11-21,2026,Duration From 010724 to 311226 (29 months),231193,"Germany, Government of",Governments,DEU,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Geneva Call,NGOs,"Coordination and support services,Food Security,Health",COD,,,,2026,2026,in kind,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,211079,EUR,0.913,328866,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-01-29
2024-11-21,2026,Duration From 010724 to 311226 (29 months),498442,"Germany, Government of",Governments,DEU,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Geneva Call,NGOs,"Coordination and support services,Food Security,Health",SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,462056,EUR,0.927,328867,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-01-14
2024-11-21,2026,Duration From 010724 to 311226 (29 months),273822,"Germany, Government of",Governments,DEU,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,Geneva Call,NGOs,"Coordination and support services,Food Security,Health",SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,253833,EUR,0.927,328868,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-01-14
2024-11-21,2026,Duration From 010724 to 311226 (29 months),282113,"Germany, Government of",Governments,DEU,2026,2026,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,HBFA26,1499,Geneva Call,NGOs,"Coordination and support services,Food Security,Health",BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,261519,EUR,0.927,328869,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-02-18
2024-11-21,2026,Duration From 010724 to 311226 (29 months),336041,"Germany, Government of",Governments,DEU,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,Geneva Call,NGOs,"Coordination and support services,Food Security,Health",NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-22,2024-11-21,Multiyear,311510,EUR,0.927,328870,BF-F-PF-2-321.50/AFR/mult/Gene,2024-11-23,2026-01-12
2024-11-13,2025,Strengthening Access and Service Provision for SRH and GBV Support among conflict-affected Women and Girls in Eastern and Southern Ukraine.,0,"Germany, Government of",Governments,DEU,2025,2026,,,,Care Germany,NGOs,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-14,2024-11-13,Multiyear,0,EUR,0.9286,327160,UKR/UKR/CARE/2024/01,2024-11-15,2026-01-12
2024-11-13,2026,Strengthening Access and Service Provision for SRH and GBV Support among conflict-affected Women and Girls in Eastern and Southern Ukraine.,2124704,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Care Germany,NGOs,"Health,Protection",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-14,2024-11-13,Multiyear,1973000,EUR,0.9286,327163,UKR/UKR/CARE/2024/01,2024-11-15,2026-01-12
2024-09-30,2026,Increasing the Impact of Cash and Voucher Assistance through Collective Action,-2190581,"Germany, Government of",Governments,DEU,2024,2026,,,,,,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-10-01,2024-09-30,Multiyear,-2000000,EUR,1,323221,S08-321.50/glob/Oxfam/CalpCVA/,2024-10-02,2024-12-16
2024-09-24,2025,Provision of life-saving assistance to conflict- and displacement-affected people and vulnerable communities in Ukraine and Moldova ,0,"Germany, Government of",Governments,DEU,2024,2026,,,,Norwegian Refugee Council,NGOs,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-09-25,2024-09-24,Multiyear,0,EUR,0.908,322089,UKR/UKR/Reg/NRC/2024/01,2024-09-26,2026-01-12
2024-09-24,2026,"""Verbesserung des körperlichen und psychischen Gesundheitszustandes von Binnenvertriebenen, Rückkehrern/-innen und kriegsbetroffener vulnerabler lokalen Bevölkerung in den Oblasten Dnipropetrowsk, Cherson, Charkiw und Mykolajiw in der Ukraine"" ",0,"Germany, Government of",Governments,DEU,2024,2026,,,,Humedica,NGOs,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-09-25,2024-09-24,Multiyear,0,EUR,0.908,322094,F-PF-2-Team2-321.50/UKR/UKR/Hu,2024-09-26,2026-01-12
2024-09-24,2026,"""Verbesserung des körperlichen und psychischen Gesundheitszustandes von Binnenvertriebenen, Rückkehrern/-innen und kriegsbetroffener vulnerabler lokalen Bevölkerung in den Oblasten Dnipropetrowsk, Cherson, Charkiw und Mykolajiw in der Ukraine"" ",1101322,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Humedica,NGOs,"Health,Protection,Water Sanitation Hygiene",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-09-25,2024-09-24,Multiyear,1000000,EUR,0.908,322095,F-PF-2-Team2-321.50/UKR/UKR/Hu,2024-09-26,2026-01-12
2024-09-24,2026,Provision of life-saving assistance to conflict- and displacement-affected people and vulnerable communities in Ukraine and Moldova ,264317,"Germany, Government of",Governments,DEU,2026,2026,,,,Norwegian Refugee Council,NGOs,"Emergency Shelter and NFI,Food Security,Protection",MDA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-09-25,2024-09-24,Multiyear,240000,EUR,0.908,322098,UKR/UKR/Reg/NRC/2024/01,2024-09-26,2024-09-27
2024-09-24,2026,Provision of life-saving assistance to conflict- and displacement-affected people and vulnerable communities in Ukraine and Moldova ,2378855,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Norwegian Refugee Council,NGOs,"Emergency Shelter and NFI,Food Security,Protection",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-09-25,2024-09-24,Multiyear,2160000,EUR,0.908,322099,UKR/UKR/Reg/NRC/2024/01,2024-09-26,2026-01-12
2024-08-26,2024,"""Verbesserung des körperlichen und psychischen Gesundheitszustandes von Binnenvertriebenen, Rückkehrern/-innen und kriegsbetroffener vulnerabler lokalen Bevölkerung in den Oblasten Dnipropetrowsk, Cherson, Charkiw und Mykolajiw in der Ukraine""",0,"Germany, Government of",Governments,DEU,2024,2026,,,,Humedica,NGOs,,UKR,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-08-27,2024-08-26,Multiyear,0,EUR,0.913,319594,UKR/UKR/Humedica/2024/01,2024-08-28,2026-01-12
2024-08-26,2025,The war-affected population in the south of Ukraine and refugees in the Republic of Moldova have access to life-saving primary health care and protection services. ,0,"Germany, Government of",Governments,DEU,2024,2026,,,,Action Medeor,NGOs,,"MDA,UKR",,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-08-27,2024-08-26,Multiyear,0,EUR,0.913,319599,UKR/UKR/AMedeor/2024/01,2024-08-28,2026-02-09
2024-08-26,2026,"""Verbesserung des körperlichen und psychischen Gesundheitszustandes von Binnenvertriebenen, Rückkehrern/-innen und kriegsbetroffener vulnerabler lokalen Bevölkerung in den Oblasten Dnipropetrowsk, Cherson, Charkiw und Mykolajiw in der Ukraine""",1095290,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Humedica,NGOs,"Health,Protection,Water Sanitation Hygiene",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-27,2024-08-26,Multiyear,1000000,EUR,0.913,319603,UKR/UKR/Humedica/2024/01,2024-08-28,2026-01-12
2024-08-26,2026,The war-affected population in the south of Ukraine and refugees in the Republic of Moldova have access to life-saving primary health care and protection services. ,230737,"Germany, Government of",Governments,DEU,2026,2026,,,,Action Medeor,NGOs,Protection - Gender-Based Violence,MDA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-27,2024-08-26,Multiyear,208126,EUR,0.902,319605,UKR/UKR/AMedeor/2024/01,2024-08-28,2024-09-02
2024-08-26,2026,The war-affected population in the south of Ukraine and refugees in the Republic of Moldova have access to life-saving primary health care and protection services. ,2051616,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Action Medeor,NGOs,"Emergency Shelter and NFI,Health,Protection",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-27,2024-08-26,Multiyear,1873125,EUR,0.913,319606,UKR/UKR/AMedeor/2024/01,2024-08-28,2026-01-12
2024-07-16,2026,"Integrated assistance to internally displaced people, non-displaced war-affected people and returnees in Ukraine through Protection Services, MHPSS, Cash Assistance, Shelter and WASH",0,"Germany, Government of",Governments,DEU,2024,2026,,,,Hoffnungszeichen - Sign of Hope e.V,NGOs,,UKR,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-08-27,2024-07-16,Multiyear,0,EUR,0.902,319588,UKR/UKR/SoH/2024/01,2024-08-28,2026-02-10
2024-07-16,2026,"Integrated assistance to internally displaced people, non-displaced war-affected people and returnees in Ukraine through Protection Services, MHPSS, Cash Assistance, Shelter and WASH",753382,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Hoffnungszeichen - Sign of Hope e.V,NGOs,"Emergency Shelter and NFI,Protection,Water Sanitation Hygiene",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-27,2024-07-16,Multiyear,691605,EUR,0.918,319589,UKR/UKR/SoH/2024/01,2024-08-28,2026-01-12
2024-07-12,2025,Supporting Germany's Humanitarian Mine Action Strategy,0,"Germany, Government of",Governments,DEU,2024,2026,,,,Geneva Centre of Humanitarian Studies,Private Organizations,Protection - Mine Action,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-09,2024-07-12,"Mine action,Multiyear",0,EUR,0.91726,326895,440.70.ALL 01/24,2024-11-10,2026-02-10
2024-07-12,2024,"Enhancing human security in Iraq through explosive ordnance (EO) survey, clearance, and risk education in support of a sustainable and nationally-led mine action programme.",-1,"Germany, Government of",Governments,DEU,2024,2026,,,,Mines Advisory Group,NGOs,Protection - Mine Action,IRQ,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-09,2024-07-12,"Mine action,Multiyear",0,EUR,0.91726,326897,440.70.IRQ-MAG-24-01,2024-11-10,2024-11-11
2024-07-12,2026,Supporting Germany's Humanitarian Mine Action Strategy,1627038,"Germany, Government of",Governments,DEU,2026,2026,,,,Geneva Centre of Humanitarian Studies,Private Organizations,Protection - Mine Action,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-09,2024-07-12,"Mine action,Multiyear",1492417,EUR,0.91726,326913,440.70.ALL 01/24,2024-11-10,2024-11-11
2024-07-12,2026,"Enhancing human security in Iraq through explosive ordnance (EO) survey, clearance, and risk education in support of a sustainable and nationally-led mine action programme.",817653,"Germany, Government of",Governments,DEU,2026,2026,,,,Mines Advisory Group,NGOs,Protection - Mine Action,IRQ,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-09,2024-07-12,"Mine action,Multiyear",750000,EUR,0.91726,326917,440.70.IRQ-MAG-24-01,2024-11-10,2024-11-11
2024-07-11,2024,"Comprehensive Humanitarian Mine Action (HMA) response in conflict-affected areas of Tigray regional state, Ethiopia.",0,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2024,2026,,,,Handicap International - Humanity & Inclusion,NGOs,,ETH,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-08-09,2024-07-11,"Mine action,Multiyear",0,EUR,0.918,317551,ETH/ETH/HI/2024/01,2024-08-10,2024-08-12
2024-07-11,2026,"Comprehensive Humanitarian Mine Action (HMA) response in conflict-affected areas of Tigray regional state, Ethiopia.",849498,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2026,2026,,,,Handicap International - Humanity & Inclusion,NGOs,Protection - Mine Action,ETH,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-09,2024-07-11,"Mine action,Multiyear",779839,EUR,0.918,317553,ETH/ETH/HI/2024/01,2024-08-10,2024-08-12
2024-07-08,2025,Land release from explosive ordnance contamination in support of critical infrastructure access and repair in Ukraine.,0,"Germany, Government of",Governments,DEU,2024,2026,,,,Mines Advisory Group,NGOs,Protection - Mine Action,UKR,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-09,2024-07-08,"Mine action,Multiyear",0,EUR,0.923052,326901,440.70 UKR-MAG-24-03,2024-11-10,2026-01-23
2024-07-08,2026,Land release from explosive ordnance contamination in support of critical infrastructure access and repair in Ukraine.,563349,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Mines Advisory Group,NGOs,Protection - Mine Action,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-09,2024-07-08,"Mine action,Multiyear",520000,EUR,0.923052,326903,440.70 UKR-MAG-24-03,2024-11-10,2026-01-23
2024-06-28,2025,"Humanitarian Demining Activities in Cumaribo (Vichada), Urrao (Antioquia), Montelíbano and San José de Uré (Córdoba), Colombia.",-1,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2024,2026,,,,Campaña Colombiana Contra Minas,NGOs,,COL,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-08-09,2024-06-28,"Mine action,Multiyear",0,EUR,0.933,317539,COL/CCCM/2024/01,2024-08-10,2026-02-15
2024-06-28,2026,"Humanitarian Demining Activities in Cumaribo (Vichada), Urrao (Antioquia), Montelíbano and San José de Uré (Córdoba), Colombia.",419472,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2026,2026,Colombia Necesidades Humanitarias y Plan de Respuesta 2026,HCOL26,1500,Campaña Colombiana Contra Minas,NGOs,Protection - Mine Action,COL,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-08-09,2024-06-28,"Mine action,Multiyear",391367,EUR,0.933,317558,COL/CCCM/2024/01,2024-08-10,2026-02-15
2024-06-21,2024,"Weaving peace and opportunities in Colombia"" – Comprehensive Mine Action in affected communities through an Armed Violence Reduction approach",0,"Germany, Government of",Governments,DEU,2024,2026,,,,Handicap International - Humanity & Inclusion,NGOs,Protection - Mine Action,COL,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-11-09,2024-06-21,"Mine action,Multiyear",0,EUR,0.935123,326906,440.70.COL/COL/HI/24/01,2024-11-10,2026-02-15
2024-06-21,2026,"Weaving peace and opportunities in Colombia"" – Comprehensive Mine Action in affected communities through an Armed Violence Reduction approach",721830,"Germany, Government of",Governments,DEU,2026,2026,Colombia Necesidades Humanitarias y Plan de Respuesta 2026,HCOL26,1500,Handicap International - Humanity & Inclusion,NGOs,Protection - Mine Action,COL,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-09,2024-06-21,"Mine action,Multiyear",675000,EUR,0.935123,326921,440.70.COL/COL/HI/24/01,2024-11-10,2026-02-15
2024-05-27,2025,"Förderung des Grand Bargain 2023-2026 durch Stärkung des Grand Bargain-Sekretariats""",-592674,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2024,2026,,,,,,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-06-03,2024-05-27,Multiyear,-549010,EUR,1,312402,F‑PF‑2‑3‑321.50/glob/NRC/grand,2024-06-04,2025-03-17
2024-05-27,2026,"Förderung des Grand Bargain 2023-2026 durch Stärkung des Grand Bargain-Sekretariats""",200904,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,DEU,2026,2026,,,,Norwegian Refugee Council,NGOs,Other,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-06-03,2024-05-27,Multiyear,186037,EUR,0.926,312408,F‑PF‑2‑3‑321.50/glob/NRC/grand,2024-06-04,2024-06-04
2024-05-24,2023,Emergency Response in Ukraine: To contribute to alleviating human suffering of conflict affected populations by increasing access to life-saving assistance and protection services.,0,"Germany, Government of",Governments,DEU,2023,2027,,,,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,,UKR,,,,2023,2027,financial,Parked,Traditional aid,outgoing,shared,paid,2024-05-23,2023-09-15,Multiyear,0,EUR,0.9415,310735,2023.1849.1 GZ: G22 E 6050 UKR-3006/001,2024-05-24,2026-01-12
2024-05-24,,Emergency Response in Ukraine: To contribute to alleviating human suffering of conflict affected populations by increasing access to life-saving assistance and protection services.,796575,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,Protection,UKR,,,Ukraine Crisis 2022,2026,2026,financial,Parked,Traditional aid,outgoing,single,paid,2024-05-24,2023-08-15,Multiyear,749975,EUR,0.9415,310739,2023.1849.1 GZ: G22 E 6050 UKR-3006/001,2024-05-24,2026-01-12
2024-02-20,2024,Verringerung der Auswirkungen von Katastrophen mit Hilfe eines Rahmens für vorausschauende humanitäre Hilfe in Somalia,0,"Germany, Government of",Governments,DEU,2024,2026,,,,Save the Children,NGOs,,SOM,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-02-21,2024-02-20,Multiyear,0,EUR,0.933,302140,F‑PF‑2‑321.50/SOM/StC/vhuHi/20,2024-02-22,2026-02-11
2024-02-20,2026,"Kindzentrierte, vorausschauende humanitäre Hilfe für eine verbesserte Preparedness von Gemeinden und lokalen Institutionen im Norden und in den Küstengebieten  Bangladeschs.",-1583835,"Germany, Government of",Governments,DEU,2024,2026,,,,,,,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-02-21,2024-02-20,Multiyear,-1477718,EUR,1,302143,F‑PF‑2‑321.50/BGD/StC/vhuHi/20,2024-02-22,2025-08-21
2024-02-20,2026,"Kindzentrierte, vorausschauende humanitäre Hilfe für eine verbesserte Preparedness von Gemeinden und lokalen Institutionen im Norden und in den Küstengebieten  Bangladeschs.",589517,"Germany, Government of",Governments,DEU,2026,2026,,,,Save the Children,NGOs,Protection - Child Protection,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-21,2024-02-20,Multiyear,550019,EUR,0.933,302144,F‑PF‑2‑321.50/BGD/StC/vhuHi/20,2024-02-22,2024-03-12
2024-02-20,2026,Verringerung der Auswirkungen von Katastrophen mit Hilfe eines Rahmens für vorausschauende humanitäre Hilfe in Somalia,857449,"Germany, Government of",Governments,DEU,2026,2026,Somalia Humanitarian Needs and Response Plan 2026,HSOM26,1516,Save the Children,NGOs,Nutrition,SOM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-21,2024-02-20,Multiyear,800000,EUR,0.933,302147,F‑PF‑2‑321.50/SOM/StC/vhuHi/20,2024-02-22,2026-02-11
2023-12-18,2023,Stärkung von lokalen klimasensitiven und universellen WASH Kapazitäten unter Anwendung und Verbreitung des Ansatzes der grünen Humanitären Hilfe,-12297735,"Germany, Government of",Governments,DEU,2023,2026,,,,,,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-12-19,2023-12-18,Multiyear,-11400000,EUR,1,297003,F-PF-2-320.20/mult/ASB/WASH/20,2023-12-20,2024-03-05
2023-12-18,2026,Stärkung von lokalen klimasensitiven und universellen WASH Kapazitäten unter Anwendung und Verbreitung des Ansatzes der grünen Humanitären Hilfe,3074434,"Germany, Government of",Governments,DEU,2026,2026,,,,Arbeiter-Samariter-Bund Deutschland e.V,NGOs,Water Sanitation Hygiene,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-12-19,2023-12-18,Multiyear,2850000,EUR,0.927,297010,F-PF-2-320.20/mult/ASB/WASH/20,2024-02-29,2024-03-05
2023-12-11,2025,Stärkung der Strukturen für vorausschauende humanitäre Maßnahmen im Hinblick auf ein geschlechtergerechtes und integratives Katastrophenmanagement auf den Philippinen,283,"Germany, Government of",Governments,DEU,2023,2026,,,,Plan International,NGOs,,PHL,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-12-12,2023-12-11,Multiyear,0,EUR,0.912,296526,F-PF-2-321.50/PHL/Plan/vhuHi/2,2023-12-13,2026-02-10
2023-12-11,2026,Stärkung der Strukturen für vorausschauende humanitäre Maßnahmen im Hinblick auf ein geschlechtergerechtes und integratives Katastrophenmanagement auf den Philippinen,256795,"Germany, Government of",Governments,DEU,2026,2026,,,,Plan International,NGOs,"Health,Other,Protection",PHL,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-12-12,2023-12-11,Multiyear,234454,EUR,0.913,296528,F-PF-2-321.50/PHL/Plan/vhuHi/2,2023-12-13,2023-12-14
2023-11-20,2024,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",0,"Germany, Government of",Governments,DEU,2023,2026,,,,World Food Programme,Multilateral Organizations,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-02-10,2023-11-20,Multiyear,0,EUR,0.9396,301272,F-PF-2-2/AFR/WST/WFP/2023/01,2024-02-11,2026-02-18
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,World Food Programme,Multilateral Organizations,Food Security,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301286,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-01-22
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",428280,"Germany, Government of",Governments,DEU,2026,2026,Cameroon Humanitarian Needs and Response Plan 2026,HCMR26,1498,World Food Programme,Multilateral Organizations,Food Security,CMR,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,401298,EUR,0.937,301287,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-01-12
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,HBFA26,1499,World Food Programme,Multilateral Organizations,Food Security,BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301288,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-02-18
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,CIV,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301289,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2024-11-27
